id,name,family,mode,bars,steps,subdivision,density,polyphony,minNote,maxNote,colour,tags,bank,harmonyId,studyId,nodeId
"fourth-c87e9bc2d35c86ffeae9e15e","Antiphon R0216 - kit 8b","Antiphon","rhythmic","8","128","4","0.8203125","1.542857142857143","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-38","nmtszst0u_15"
"fourth-db4051f28ddf0550f899befb","Antiphon R0217 - kit 4b","Antiphon","rhythmic","4","48","3","0.9375","1.8666666666666667","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, triplet, 3spq, dense, kit, anchored, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-35","nmtszbafz_1"
"fourth-dd12dda99b722c4ab7770290","Antiphon R0218 - kit 4b","Antiphon","rhythmic","4","48","3","0.875","1.7142857142857142","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, triplet, 3spq, dense, kit, anchored, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-25","nmtszbafz_1"
"fourth-5a0820d5a7636af54b21102c","Antiphon R0219 - percussion 8b","Antiphon","rhythmic","8","96","3","0.9375","2.088888888888889","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, triplet, 3spq, dense, percussion, anchored, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-23","nmtszst0u_15"
"fourth-aa7cd1782cea8c8640cc6e7c","Antiphon R0220 - kit 0.5b","Antiphon","rhythmic","0.5","12","6","0.8333333333333334","1.6","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 0.5bar, triplet, 6spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-17","nmtszrjgq_13"
"fourth-d460bcdfb72aa02df97840b3","Antiphon R0221 - kit 8b","Antiphon","rhythmic","8","128","4","0.953125","1.8114754098360655","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-7","nmtsze7vf_6"
"fourth-67beb73218a0764ae8a043bb","Antiphon R0222 - kit 4b","Antiphon","rhythmic","4","32","2","0.8125","1.3461538461538463","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 2spq, dense, kit, anchored, tight, cell, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-16","nmtszd11m_4"
"fourth-a274339958c3705145641552","Antiphon R0223 - kit 1b","Antiphon","rhythmic","1","8","2","1","2","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 2spq, dense, kit, anchored, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-59","nmtszst0u_15"
"fourth-ec2bd2ba79ea613d01823466","Antiphon R0224 - percussion 4b","Antiphon","rhythmic","4","64","4","0.921875","1.9152542372881356","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 4spq, dense, percussion, displaced, tight, structure, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-20","nmtszrjgq_13"
"fourth-60cfb63c5e8e715cbc85b10c","Antiphon R0225 - kit 8b","Antiphon","rhythmic","8","256","8","0.875","2.1964285714285716","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 8spq, dense, kit, displaced, tight, cell, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-6","nmtszd11m_4"
"fourth-071f0115798e9d3f9847fdf8","Antiphon R0226 - kit 0.5b","Antiphon","rhythmic","0.5","8","4","0.75","1.5","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 0.5bar, straight, 4spq, dense, kit, anchored, tight, structure, 8lane, 3bit, duple","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-23","nmtsze7vf_6"
"fourth-dc876ba2ac974b66b11c5948","Antiphon R0227 - kit 2b","Antiphon","rhythmic","2","32","4","0.875","2.25","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 2bar, straight, 4spq, dense, kit, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-25","nmtszd11m_4"
"fourth-dffb1fd154f0f467457893c0","Antiphon R0228 - kit 1b","Antiphon","rhythmic","1","16","4","0.8125","1.4615384615384615","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-51","nmtszgu3d_9"
"fourth-899aaec80a28a490ed516535","Antiphon R0229 - kit 4b","Antiphon","rhythmic","4","128","8","0.90625","1.896551724137931","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 8spq, dense, kit, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-33","nmtszbafz_1"
"fourth-1a4ecce51b1e23c7d1b5b804","Antiphon R0230 - kit 8b","Antiphon","rhythmic","8","192","6","0.8125","2.051282051282051","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, triplet, 6spq, dense, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-37","nmtszst0u_15"
"fourth-97bbdc4f26715b29f8747f20","Antiphon R0231 - kit 8b","Antiphon","rhythmic","8","128","4","0.9453125","1.6694214876033058","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-26","nmtszgu3d_9"
"fourth-983743ab0ce790b1b712c2b9","Antiphon R0232 - percussion 8b","Antiphon","rhythmic","8","128","4","0.9375","1.85","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, percussion, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-45","nmtszbafz_1"
"fourth-52c66ee417e773dff83076ae","Antiphon R0233 - kit 8b","Antiphon","rhythmic","8","64","2","0.984375","2.126984126984127","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 2spq, dense, kit, anchored, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-8","nmtszst0u_15"
"fourth-8503722ea514688b7ef84464","Antiphon R0234 - percussion 1b","Antiphon","rhythmic","1","16","4","0.875","2","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, percussion, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-32","nmtszgu3d_9"
"fourth-a1a42f4b13b031f09810bfe9","Antiphon R0235 - kit 1b","Antiphon","rhythmic","1","32","8","0.84375","2.259259259259259","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 8spq, dense, kit, displaced, tight, cell, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-12","nmtszbafz_1"
"fourth-3973d9f323b3dbae41be4357","Antiphon R0236 - kit 8b","Antiphon","rhythmic","8","128","4","0.9140625","1.9487179487179487","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-11","nmtszrjgq_13"
"fourth-826bf672cf000ac1f5d4faa7","Antiphon R0237 - kit 1b","Antiphon","rhythmic","1","24","6","0.875","2.0952380952380953","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, triplet, 6spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-42","nmtszrjgq_13"
"fourth-a1e55a05b9cc1ecd55fc5227","Antiphon R0238 - kit 4b","Antiphon","rhythmic","4","64","4","0.921875","1.8135593220338984","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-53","nmtszrjgq_13"
"fourth-67b53459b628edb7efd8382e","Antiphon R0239 - kit 1b","Antiphon","rhythmic","1","16","4","0.9375","1.8","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-38","nmtszgu3d_9"
"fourth-514beb7a48cea1ebc68ebbc3","Antiphon R0240 - kit 1b","Antiphon","rhythmic","1","12","3","0.6666666666666666","1.625","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, triplet, 3spq, open, kit, anchored, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-48","nmtszbafz_1"
"fourth-d911004cad46f77586d00165","Antiphon R0241 - percussion 4b","Antiphon","rhythmic","4","64","4","0.953125","2.098360655737705","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 4spq, dense, percussion, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-43","nmtszd11m_4"
"fourth-d275d023b5da01b193076df3","Antiphon R0242 - kit 1b","Antiphon","rhythmic","1","12","3","0.75","1.3333333333333333","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, triplet, 3spq, dense, kit, anchored, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-12","nmtszrjgq_13"
"fourth-95427fa8bc9088175e5ac04d","Antiphon R0243 - kit 4b","Antiphon","rhythmic","4","64","4","0.6875","1.5681818181818181","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 4spq, open, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-29","nmtszst0u_15"
"fourth-12307a8c0708c37a8245c20e","Antiphon R0244 - kit 4b","Antiphon","rhythmic","4","96","6","0.7708333333333334","1.6756756756756757","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, triplet, 6spq, dense, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-12","nmtszst0u_15"
"fourth-0edc38cebdda5a80c6c0ec51","Antiphon R0245 - kit 8b","Antiphon","rhythmic","8","128","4","0.8515625","1.834862385321101","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-7","nmtszst0u_15"
"fourth-ead13a7faeff0c957df7e837","Antiphon R0246 - kit 0.5b","Antiphon","rhythmic","0.5","6","3","0.6666666666666666","1.75","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 0.5bar, triplet, 3spq, open, kit, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-18","nmtszbafz_1"
"fourth-456fe40ad5d2c3b7954cfae1","Antiphon R0247 - kit 4b","Antiphon","rhythmic","4","128","8","0.75","1.625","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 8spq, dense, kit, displaced, tight, cell, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-49","nmtszd11m_4"
"fourth-df48cc719b4f4efa8e47bf4b","Antiphon R0248 - kit 2b","Antiphon","rhythmic","2","64","8","0.84375","1.8888888888888888","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 2bar, straight, 8spq, dense, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-32","nmtszgu3d_9"
"fourth-4d0598dabf73c6f3c1c7f15d","Antiphon R0249 - kit 1b","Antiphon","rhythmic","1","32","8","0.8125","2.3846153846153846","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 8spq, dense, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-26","nmtszgu3d_9"
"fourth-26c9348376e71ac283d07993","Antiphon R0250 - kit 2b","Antiphon","rhythmic","2","16","2","1","1.75","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 2bar, straight, 2spq, dense, kit, anchored, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-55","nmtszrjgq_13"
"fourth-b8e3e1296c70e3550a193883","Antiphon R0251 - kit 8b","Antiphon","rhythmic","8","192","6","0.7916666666666666","1.4473684210526316","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, triplet, 6spq, dense, kit, displaced, tight, structure, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-38","nmtszrjgq_13"
"fourth-2e38e1f013ceea010881eb29","Antiphon R0252 - kit 1b","Antiphon","rhythmic","1","16","4","0.9375","2.1333333333333333","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, kit, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-55","nmtszd11m_4"
"fourth-195c95a3373f1f16fc8e61c2","Antiphon R0253 - kit 1b","Antiphon","rhythmic","1","16","4","1","1.875","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-47","nmtsze7vf_6"
"fourth-46e99861cc7ff9a1b8202210","Antiphon R0254 - kit 8b","Antiphon","rhythmic","8","128","4","1","1.8125","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-57","nmtszbafz_1"
"fourth-1d5bc542328359cfd703a66f","Antiphon R0255 - kit 4b","Antiphon","rhythmic","4","48","3","0.9791666666666666","1.9148936170212767","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, triplet, 3spq, dense, kit, anchored, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-54","nmtszrjgq_13"
"fourth-72cf1bc736b68322e2a69a0b","Antiphon R0256 - kit 4b","Antiphon","rhythmic","4","64","4","0.90625","2.0344827586206895","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-28","nmtszrjgq_13"
"fourth-51de08188e70af6b317bd2b4","Antiphon R0257 - kit 1b","Antiphon","rhythmic","1","16","4","0.6875","1.2727272727272727","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, open, kit, displaced, tight, structure, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-6","nmtszrjgq_13"
"fourth-0cb31e049a20d9d6ff46edd0","Antiphon R0258 - kit 1b","Antiphon","rhythmic","1","32","8","1","2.34375","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 8spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-40","nmtsze7vf_6"
"fourth-f2d2ca19a404e6004e845848","Antiphon R0259 - kit 2b","Antiphon","rhythmic","2","32","4","0.90625","2.103448275862069","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 2bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-37","nmtszrjgq_13"
"fourth-1f411b8e15bf987bdecc7480","Antiphon R0260 - kit 1b","Antiphon","rhythmic","1","16","4","1","2.8125","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-29","nmtszrjgq_13"
"fourth-cee8558634a04e8a427ecfc1","Antiphon R0261 - percussion 8b","Antiphon","rhythmic","8","192","6","0.9479166666666666","1.6483516483516483","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, triplet, 6spq, dense, percussion, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-5","nmtsze7vf_6"
"fourth-53870ae79d18face854e8839","Antiphon R0262 - kit 1b","Antiphon","rhythmic","1","24","6","0.8333333333333334","1.9","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, triplet, 6spq, dense, kit, displaced, tight, cell, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-38","nmtszbafz_1"
"fourth-51c0adc331cb934723521250","Antiphon R0263 - kit 4b","Antiphon","rhythmic","4","128","8","1","2.1875","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 8spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-56","nmtszst0u_15"
"fourth-a21526a80abb0f9bb4cb7853","Antiphon R0264 - kit 0.5b","Antiphon","rhythmic","0.5","8","4","0.75","1.5","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 0.5bar, straight, 4spq, dense, kit, anchored, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-32","nmtsze7vf_6"
"fourth-f1a0ee4942c1526ae7d1c073","Antiphon R0265 - kit 4b","Antiphon","rhythmic","4","64","4","0.828125","2.1132075471698113","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-13","nmtszrjgq_13"
"fourth-90bcc86fe988faf5c3484858","Antiphon R0266 - kit 1b","Antiphon","rhythmic","1","8","2","0.875","1.5714285714285714","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 2spq, dense, kit, anchored, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-48","nmtszgu3d_9"
"fourth-80874a2863eadecadf510f0c","Antiphon R0267 - kit 8b","Antiphon","rhythmic","8","256","8","0.953125","2.3934426229508197","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 8spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-40","nmtszst0u_15"
"fourth-a28c923e21c8434d897e9503","Antiphon R0268 - percussion 1b","Antiphon","rhythmic","1","16","4","0.9375","2.2","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, percussion, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-7","nmtszst0u_15"
"fourth-88e21d9184352e1a939b4d7e","Antiphon R0269 - kit 2b","Antiphon","rhythmic","2","32","4","0.90625","1.8620689655172413","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 2bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-14","nmtszrjgq_13"
"fourth-cf581ef2cdae072e77eb6c81","Antiphon R0270 - percussion 1b","Antiphon","rhythmic","1","24","6","0.875","2","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, triplet, 6spq, dense, percussion, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-58","nmtszd11m_4"
"fourth-6f93f81899a96dcdec822fe6","Antiphon R0271 - percussion 1b","Antiphon","rhythmic","1","16","4","0.75","1.75","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, percussion, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-27","nmtszd11m_4"
"fourth-5d74bd6dc1d6535259dad15b","Antiphon R0272 - kit 8b","Antiphon","rhythmic","8","128","4","0.890625","2","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-9","nmtszd11m_4"
"fourth-20e4c48506a1bc2b3bb02c86","Antiphon R0273 - percussion 1b","Antiphon","rhythmic","1","8","2","0.75","1.8333333333333333","39","45","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 2spq, dense, percussion, anchored, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-28","nmtszgu3d_9"
"fourth-88876070fc245f3848e12524","Antiphon R0274 - kit 4b","Antiphon","rhythmic","4","96","6","0.875","1.619047619047619","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, triplet, 6spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-17","nmtszst0u_15"
"fourth-cd02ff2f18f2577b2bfe0b5d","Antiphon R0275 - kit 1b","Antiphon","rhythmic","1","16","4","0.8125","2","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-4","nmtszst0u_15"
"fourth-d6883c7cf9ed32c0110a8489","Antiphon R0276 - kit 0.5b","Antiphon","rhythmic","0.5","8","4","0.875","2","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 0.5bar, straight, 4spq, dense, kit, displaced, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-31","nmtszbafz_1"
"fourth-3eac219d7c4319ab85b340aa","Antiphon R0277 - kit 0.5b","Antiphon","rhythmic","0.5","6","3","0.8333333333333334","1.4","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 0.5bar, triplet, 3spq, dense, kit, anchored, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-0","nmtszbafz_1"
"fourth-69469825cda250880f900226","Antiphon R0278 - kit 1b","Antiphon","rhythmic","1","32","8","0.9375","2.433333333333333","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 8spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-29","nmtszst0u_15"
"fourth-011ece00d1b3a29bc4575a20","Antiphon R0279 - kit 4b","Antiphon","rhythmic","4","64","4","0.96875","2.0806451612903225","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-31","nmtsze7vf_6"
"fourth-2d8a75be7533e6d3312b702c","Antiphon R0280 - kit 1b","Antiphon","rhythmic","1","16","4","0.9375","1.4666666666666666","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-30","nmtsze7vf_6"
"fourth-e10e323024bb776a2ec18575","Antiphon R0281 - kit 1b","Antiphon","rhythmic","1","16","4","1","1.6875","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-49","nmtszst0u_15"
"fourth-7e3a8a8dfaae8c660a8287d5","Antiphon R0282 - kit 2b","Antiphon","rhythmic","2","48","6","0.9375","1.9777777777777779","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 2bar, triplet, 6spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-2","nmtsze7vf_6"
"fourth-f2edaa8b00c88fe5602a667a","Antiphon R0283 - kit 4b","Antiphon","rhythmic","4","48","3","0.8958333333333334","1.5813953488372092","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, triplet, 3spq, dense, kit, anchored, tight, cell, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-19","nmtszbafz_1"
"fourth-223550c6098e4105ca5246b2","Antiphon R0284 - kit 2b","Antiphon","rhythmic","2","32","4","0.84375","1.6666666666666667","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 2bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-53","nmtszgu3d_9"
"fourth-4b4842b4bca5fabf8d86d7a5","Antiphon R0285 - kit 0.5b","Antiphon","rhythmic","0.5","8","4","1","1.75","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 0.5bar, straight, 4spq, dense, kit, displaced, tight, structure, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-0","nmtsze7vf_6"
"fourth-dbb8f2b922928bd30635313d","Antiphon R0286 - kit 4b","Antiphon","rhythmic","4","64","4","0.671875","1.5116279069767442","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 4bar, straight, 4spq, open, kit, displaced, tight, composite, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-2","nmtszst0u_15"
"fourth-2a8fef0753212df8bd1f21c9","Antiphon R0287 - kit 1b","Antiphon","rhythmic","1","32","8","0.75","1.625","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 1bar, straight, 8spq, dense, kit, displaced, tight, structure, 8lane, 3bit","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-1","nmtszrjgq_13"
"fourth-95cdc6946bba10ace6fa34e1","Antiphon R0288 - kit 8b","Antiphon","rhythmic","8","128","4","0.953125","2.098360655737705","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-26","nmtszst0u_15"
"fourth-47286618a7d24da016249cf1","Antiphon R0289 - kit 8b","Antiphon","rhythmic","8","128","4","0.875","1.6428571428571428","36","42","#72A7EF","factory, rn, antiphon, rhythmic, 8bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-57","nmtszgu3d_9"
"fourth-dc917f3e78b485a325aa9873","Antiphon R0290 - kit 2b","Antiphon","rhythmic","2","32","4","0.8125","1.5384615384615385","36","51","#72A7EF","factory, rn, antiphon, rhythmic, 2bar, straight, 4spq, dense, kit, displaced, tight, composite, 8lane, 3bit, even","banks/04-antiphon-rhythmic.nseqbank","","fourth-atlas-1-59","nmtszst0u_15"
